Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Senior AI Software Engineer,-1,"Company Overview

Calling the adventurers ready to join a company that's pushing the limits of nanotechnology to keep the digital revolution rolling. At KLA, we're making technology advancements that are bigger—and tinier—than the world has ever seen.

Who are we? We research, develop, and manufacture the world's most advanced inspection and measurement equipment for the semiconductor and nanoelectronics industries. We enable the digital age by pushing the boundaries of technology, creating tools capable of finding defects smaller than a wavelength of visible light. We create smarter processes so that technology leaders can manufacture high-performance chips—the kind in that phone in your pocket, the tablet on your desk and nearly every electronic device you own—faster and better. We're passionate about creating solutions that drive progress and help people do what wouldn't be possible without us. The future is calling. Will you answer?

Responsibilities

Group/Division
KLA has always had a close relationship with physics and data. Our optical and electron beam inspection and measurement tools use cutting edge physics models, both for hardware design and as part of their algorithms. AI, including several traditional machine learning techniques and deep learning are routinely used to process this data to meet application requirements.

The AI & Modeling Center of Excellence, centered in KLA’s R&D facility in Ann Arbor, MI, was setup with the mission of advancing KLA’s traditional strengths in physics and data and providing implementation solutions for multiple KLA Inspection and Metrology products targeted at the semiconductor manufacturing industry.

As a part of this group, you will be part of a world class team of physicists, HPC system designers, machine learning and application engineers who build cutting edge solutions for modeling complex imaging techniques and semiconductor processes. You will also work with a data scientists and AI infrastructure engineers whose mission is to build and scale machine learning based solutions for our semiconductor customers.

We are looking for engineers in a few different fields. If you are passionate about Physics Modeling, High Performance Computing - HPC (including GPU), ML, Data, or Cloud technologies – this is the place for you!

Responsibilities:
Software Engineers in the AI and Physics Modeling team may work on a variety of tasks including platform for large scale experimentation, scaleout of physics models, data management and inference solutions for KLA products.

Although familiarity with Machine Learning and Deep Learning solutions would be a big plus, this is primarily a Software Engineering position. Successful candidates are passionate about software, and will have exceptional skills and hands on experience with development in C/C++ and Python in a Unix environment. Deep conceptual understanding of multi threaded and multi process software systems is also necessary.

In addition to the above fundamental software skills, any of the following technical hands-on skills are highly desirable.

1) System Programming and Operating Systems.
2) Distributed systems for data management.
3) Distributed computing infrastructure.
4) Cloud technologies for storage, containerization and compute clusters.
5) Data Structures and algorithms
6) GPU architectures and data management.
7) Traditional machine learning using Random Forest, XG Boost, Logistic Regression.
8) Deep Learning for regression, classification. Generative models.
9) TensorFlow, NumPy, scikit-learn, and other ML and DL frameworks.
10) MPI and similar distributed computing framework.
11) GPU Architectures and CUDA (CuGraph, CuData, CuML etc).
12) GO Systems Programming, Java Programming.

Successful candidates for this position will also demonstrate the following non-technical skills.

1) Capability to formulate creative solutions through analyzing complex data
2) Good communication skills
3) Strong team player and motivated by team success
4) Strong problem solving skills

Minimum Qualifications

Doctorate (Academic) with at least 2 years of experience.
OR
Master's Level Degree with at least 4 years of experience.
OR
Bachelor's Level Degree with at least 5 years of experience.

Equal Employment Opportunity

KLA is an Equal Opportunity Employer. Applicants will be considered for employment without regard to age, race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, or any other characteristics protected by applicable law.",3.8,"KLA-Tencor
3.8","Ann Arbor, MI","Milpitas, CA",5001 to 10000 employees,1976,Company - Public,Industrial Manufacturing,Manufacturing,$2 to $5 billion (USD),"Applied Materials, Nanometrics"
"Senior SDE, Catalog Big Data and Machine Learning",-1,"Amazon's Catalog DataWorks team is looking for highly motivated engineers. We are embarking on multiple new initiatives to re-organize Amazon's catalog of billions of products, in new and interesting views, that drive several features Amazon's customers love. Today, these views drive hundreds of popular features like product recommendations, clustering of similar products, and shopping with Alexa. We will build a new near real-time Catalog Data Lake on AWS, to enable engineers and scientists across Amazon to solve customer problems faster. Come join us on this exciting journey!

As an engineer on this team, you will own the Catalog Data Lake end-to-end. You will work closely with business partners to synthesize technical requirements. You will design and implement significant parts of the platform. You will learn and use industry standards like Spark and Parquet as well as modern AWS offerings like EMR, Glue, Athena, and Redshift. We are fortunate to be at the cusp of innovation in both the e-commerce business as well as cloud technology. As a key stakeholder, you will constantly learn new patterns, solve key customer problems and strive to make AWS better along the way.Basic Qualifications
Bachelor's degree or higher in computer science or math is required.
Strong computer science fundamentals - algorithms, data structures and design patterns.
At least 8 years of software development experience.
At least 3 years of experience building and operating Big Data systems.
Experience mentoring, guiding and influencing peers.
Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.",-1,Amazon Corporate LLC,"Seattle, WA",-1,-1,-1,-1,-1,-1,-1,-1
SENIOR SOFTWARE ENGINEER & SOFTWARE ARCHITECT,-1,"Job Description
Senior Software Engineer, Software Architect
JOB SUMMARY

The Senior Software Engineer, Software Architect will develop software for Company innovative semiconductor X-Ray inspection system. The Senior Software Engineer will collaborate with Applications, QA, and Algo teams for high performance solutions and optimization per customer issues. It will be important to be comfortable working in a small company environment and a typical startup with engineers and scientists.

ABOUT THE CLIENT

Based in San Jose, California, client was founded in 2013 expressly to bring high speed inspection and metrology technology to the semiconductor packaging industry. Client founders anticipated the need to deploy inline 100% transmissive inspection into the semiconductor packaging manufacturing process and developed the company’s technology with this end in mind. The results, Client’s HR-AXI technology suite brings together the company’s unique data acquisition architecture with proprietary machine learning analysis techniques to provide customers with process monitoring and defect detection capabilities not found on any other products in the market. This job description can be updated at any time.

RESPONSIBILITIES
Designs, develops, troubleshoots, and debugs software programs for enhancements and new products, focused on creating high quality and high-performance solutions while maintaining high-level coding standards.
Develops software and tools in support of design, infrastructure, and technology platforms. Develops software solutions by studying information needs, conferring with users, and studying systems flow, data usage, and work processes
Supports hardware compatibility and/or influences hardware design based on software needs; work as part of cross-functional team to solve and implement system level problems.
Monitor application stability, performance, and availability. Promptly resolve issues impacting operations.
Work with engineering, documentation, and applications departments to ensure successful development and delivery of overall product.
Provide appropriate project feedback to management in a timely and appropriate format.
QUALIFICATIONS AND REQUIRED SKILLS
Education requirement: Bachelor’s degree in Computer Science, Electrical Engineering, or similar technical field required. Master’s or PhD strongly preferred.
Experience requirement: Minimum of 8 years of related experience working in software development.
Strong expertise in C# .NET. WCF, WPF, Database development. In addition, Python experience a plus.
Experience with Image processing algorithms implementations is a plus
Experience with software development for Factory Automation for Semiconductor equipment, a plus.
Self-starter able to think and act independently to translate general objectives into tangible results, with a record of delivering successful designs on schedule.
Demonstrated ability to organize, manage, and complete multiple assignments with challenging timelines independently and effectively.
Demonstrated analytical and problem-solving skills with high attention to detail.
Proactive approach to problem-solving. Build relationships with stakeholders to support successful design, build and testing.
Strong verbal and written communication, good attitude, and work ethic. Ability to communicate technical concepts and results clearly.
Experience with Git and Azure DevOps, a plus.",3.0,"Simple Solutions
3.0","San Jose, CA","Morgantown, WV",1 to 50 employees,2006,Company - Private,IT Services,Information Technology,Less than $1 million (USD),-1
Cloud Engineer,-1,"Job Description
Responsibilities:
Develop and implement technical efforts to design, build, and deploy AWS applications at the direction of lead architects, including large scale data processing, computationally intensive statistical modeling, and advanced analytics
Participate in all aspects of the software development life cycle for AWS solutions, including planning, requirements, development, testing, and quality assurance
Provide guidance, thought leadership and mentorship to development teams to build cloud competencies
Provide innovative thought leadership around Mathematica’s cloud solutions strategy and approach, including AWS best practices and market trends
Position Requirements:

6+ years of experience architecting, designing, developing and implementing cloud solutions on AWS platforms
Demonstrated experience with designing and implementing solutions using AWS platform and tools, such as: EC2, S3, Redshift, API Gateway, Lambda, DynamoDB, CloudFormation, RDS, VPC, IAM and security, QuickSight, CloudTrail, Config, CloudWatch, SNS, AMI generation
Understanding of and experience with the five pillars of a well-architected framework
Knowledge of SQL, R, and Python for data manipulation and statistical analysis is desirable
Familiarity with federal security regulations and standards (e.g. HIPAA, FISMA, FIPS, NIST, and FedRAMP)
Experience with security, especially knowledge of FedRAMP, HIPAA, PII/PHI, is desirable
Experience in several of the following areas: database architecture, ETL, Business Intelligence, Big Data, Machine Learning, Advanced Analytics
Proven ability to work collaboratively with multi-disciplinary teams of business analysts, developers, data scientists, and subject matter experts
Strong written, verbal and interpersonal communication skills
AWS Certifications (such as AWS solutions architect or other specialty certifications) are a plus
Bachelor's degree or equivalent combination of education and experience; degree in computer science, mathematics or related field preferred
Experience with other cloud platforms like Google Cloud Platform (GCP) is a plus",4.8,"RICEFW Technologies Inc
4.8","Princeton, NJ","East Lansing, MI",51 to 200 employees,2009,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
Senior Software Engineer / Team Lead,"$112K-$220K
(Glassdoor est.)","Join our team dedicated to developing and executing innovative solutions in support of customer mission success.

Job Description:

Novetta has an exciting opportunity for a self-motivated and accomplished Computer Scientist to lead our entity analytics team. You will work on complex projects involving data analysis, software engineering, and deploying software in a cloud computing environment. The team combines data from disparate sources to visualize the complex relationships between entities. This effort involves large scale data integration and entity resolution leveraging a best in class Novetta product. We are looking for a flexible problem solver with significant technical experience to lead a team providing unique solutions for our customers and stakeholders.

Responsibilities include:
Lead a technical team of software engineers and computer scientists, working within a larger ecosystem delivering an Enterprise capability.
Navigate customer and prime environment, manage resources within and across team, and assist team with professional and technical growth.
Deploy applications on a large-scale data processing cluster using AWS technologies.
Design and implement entity correlation strategies that are tailored to mission needs and unique data qualities.
Develop algorithms and visualization tools to help stakeholders understand their data and prioritize new data sources.
Develop and integrate applications to automate ingestion, processing and monitoring of data
Develop and maintain tools to support operations and maintenance of production and development computing clusters.
Basic Qualifications:
Experience leading a team of software engineers.
A Bachelor's degree in computer science or related field and a minimum of 5 years of experience; or a Master's degree in computer science or related field and a minimum of 3 years of experience.
Experience in software development/engineering including requirements analysis, software development, installation, integration, evaluation, enhancement, maintenance, testing and problem diagnosis/resolution.
Software development experience on Linux-based systems in Python or shell scripting or JavaScript.
Experience developing against full-featured REST APIs and using a command line interface
Desired Skills:

Should meet a minimum of 3:
Software development experience with JavaScript, Python, or other modern programming languages.
Hands-on experience with Spark.
Experience working with Databricks
Interest in statistical analysis, machine learning, or data science.
Experience with entity resolution products or a background in data matching theory and technologies.
Experience developing applications in AWS.
Security Clearance:
The candidate must have a TS/SCI with Poly.
Novetta, from complexity to clarity.

Novetta delivers highly scalable advanced analytics and secure technology solutions to address challenges of national and global significance. Focused on mission success, Novetta pioneers disruptive technologies in machine learning, data analytics, full-spectrum cyber, cloud engineering, open source analytics, and multi-INT fusion for Defense, Intelligence Community, and Federal Law Enforcement customers. Novetta is headquartered in McLean, VA with over 1,000 employees across the U.S.

Our culture is shaped by a commitment to our core values:

Integrity • We hold ourselves accountable to the highest standards of integrity and ethics.

Customer Success • We strive daily to exceed expectations and achieve customer mission success.

Employee Focus • We invest in our employees' professional development and training, respecting individuality and fostering a culture of diversity and inclusion.

Innovation • We know that discovering new and innovative ways to solve problems is critical to our success and makes us a great company.

Excellence in Execution • We take pride in flawless execution as we build a company that is best in class.

Earn a REFERRAL BONUS for the qualified people you know.

For more details, or to submit a referral: bit.ly/NovettaReferrals

Novetta is an equal opportunity/affirmative action employer.

All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected veteran status, age, or any other characteristic protected by law.",4.5,"Novetta
4.5","Chantilly, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton"
Data Fusion Engineer with Security Clearance,"$48K-$109K
(Glassdoor est.)","Description Job Description: Looking for work-life balance? Leidos offers generous leave and accommodating flex-time to help you juggle your personal and professional life. Are you a Software Engineer with experience finding and aligning signals across multiple modalities (image, video, audio, lidar, etc..)? Do you want to implement and customize algorithms to fusion multiple data modalities? If so we are looking for you, our next Data Fusion Engineer to work in Arlington, VA. We need you to be competent in Python and have the ability to read code in other programming languages like Java and C++ as well as have experience working with ML libraries like SciKit Learn, TensorFlow, Keras along with experience implementing solutions with those libraries on both CPU and GPU compute architectures. Like what you are reading so far? Keep going. We want you to be intellectually adaptive, inquisitive, good at expressing your needs, and able to self-manage when necessary. Work alongside software/system engineers and research/data scientists with expertise in multi-modal information retrieval, UI development, computer vision, metrics, information science, artificial intelligence, and autonomous systems. The Department of Defense and the Intelligence Community will be the main recipients your hard work. Fun stuff you will do on the job: - Use cases requiring identifying entity/objects, determining object association, object disambiguation, anomaly detection, state estimations, etc.
Develop and maintain data models (both physical and logical)
Get to be responsible for extraction, transform, and load (ETL) tasks related to the different modalities and algorithms being applied. This data ETL includes identifying the data's relevant metadata to ensure consistency, quality, accuracy, integrity, and information assurance and security.
Performing anomaly detection using various AI/ML techniques
Use algorithms to identify complex patterns across multiple modalities
Increasing the efficiency and quality data alignment and fusion
Enhance and maintain analysis tools, including automation of current processes using AI/ML algorithms
Conduct quantitative data analysis including developing retrieval, processing, fusion, analysis, and visualization of various datasets Skills required to be successful in this role: - Bachelor's Degree in Aerospace Engineering, Computer Science, Mathematics, Statistics, Physics, Electrical Engineering, Computer Engineering or related fields with 5 years of relevant experience
Must be able to obtain and maintain a TS/SCI security clearance
Experience with Deep Learning Frameworks such as Keras, Tensorflow, PyTorch, Mxnet, etc. - Ability to apply these frameworks to real problems in the 'time -series' domain
Experience with interpretability of deep learning models
Big Data Skills (Azure, Hadoop, Spark, recent deep learning platforms)
Practical experience with statistical analysis
Experience with text mining tools and techniques including in areas of summarization, search (e.g. ELK Stack), entity extraction, training set generation (e.g. Snorkel) and anomaly detection
Expert software development skills lifecycle including developing and maintaining good production quality code
Hands-on Software Development Skills (Python-Preferred)
Experience or educational courses/projects in Machine Learning, and/or Text Mining Algorithms You will wow us even more if you have these skills: - Visualizations/Web Development Skills (e.g. Tableau, D3, etc).
Hands-on experience with prototype development
Hands-on experience with automating data cleansing, formatting, staging, and transforming data human
Hands-on experience applying data analytics
Hands-on experience with intelligent systems and machine learning LInC External Referral Bonus: Ineligible Potential for Telework: No Clearance Level Required: Top Secret/SCI Travel: Yes, 10% of the time Scheduled Weekly Hours: 40 Shift: Day Requisition Category: Professional Job Family: Software Engineering Leidos Leidos is a Fortune 500® information technology, engineering, and science solutions and services leader working to solve the world's toughest challenges in the defense, intelligence, homeland security, civil, and health markets. The company's 33,000 employees support vital missions for government and commercial customers. Headquartered in Reston, Virginia, Leidos reported annual revenues of approximately $10.19 billion for the fiscal year ended December 28, 2018. For more information, visit www.Leidos.com . Pay and Benefits Pay and benefits are fundamental to any career decision. That's why we craft compensation packages that reflect the importance of the work we do for our customers. Employment benefits include competitive compensation, Health and Wellness programs, Income Protection, Paid Leave and Retirement. More details are available here . Securing Your Data Leidos will never ask you to provide payment-related information at any part of the employment application process. And Leidos will communicate with you only through emails that are sent from a Leidos.com email address. If you receive an email purporting to be from Leidos that asks for payment-related information or any other personal information, please report the email to [email protected] . Commitment to Diversity All qualified applicants will receive consideration for employment without regard to sex, race, ethnicity, age, national origin, citizenship, religion, physical or mental disability, medical condition, genetic information, pregnancy, family structure, marital status, ancestry, domestic partner status, sexual orientation, gender identity or expression, veteran or military status, or any other basis prohibited by law. Leidos will also consider for employment qualified applicants with criminal histories consistent with relevant laws.",3.5,"Leidos
3.5","Arlington, VA","Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
Software Engineer,"$64K-$132K
(Glassdoor est.)","Every Analyst a Scientist - One of our primary goals is to empower intelligence analysts to be able to study their data like scientists. The tools we develop focus on streamlining intelligence analysis through integrated algorithms and software that provide insight into the geopolitical landscape for use in operational intelligence missions around the world.

The Role:
As a Software Engineer, you will be part of a team that transforms large and complex customer data into real-world, high-impact solutions. You will work with researchers and engineers to design and implement solutions to challenging national security problems. You will be responsible for building the software infrastructure to clean, ingest, and expose datasets and algorithms to both developers and end users. You will deploy algorithms, generate workflows, create engineer-facing tools, and design customer-facing prototype systems. You will occasionally travel to customer sites to engage with end users, demonstrate prototypes, and integrate analytics into customer systems.

If you would like to help intelligence and defense analysts keep pace with technology-driven innovation, then this role is for you!

Who you are:
A U.S. Citizen with the ability to obtain a Security Clearance
A degree in a scientific or engineering field, such as Computer Science, Mathematics, Physics, or Software Engineering
Proficiency with a scientific programming language such as Python, Java, or C++
Experience with database management and common query syntax
Motivated collaborator and excellent communicator of ideas to both technical and non-technical audiences
Knowledge of AWS, Spark, Dask, and/or similar technologies for working with data at scale
Even better:
Active Security Clearance
Track record of architecting, developing, deploying, or maintaining enterprise software
Experience with software development best practices and tools
Understanding of web development and visualization technologies, such as d3, Leaflet, Bootstrap, or others
Familiarity with machine learning or statistical modeling techniques",4.5,"Systems & Technology Research
4.5","Woburn, MA","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),-1
Sr. Data Scientist,-1,"Background Information:

Innovative Defense Technologies (IDT), provider of automated software testing, data analysis, and cybersecurity solutions for complex defense systems, is currently accepting applications for an anticipated Sr. Data Scientist role requiring 7+ years of experience for a position in support of its efforts implementing Artificial Intelligence solutions for a variety of customers.

Overview:

The Sr. Data Scientist position offers an engineer the opportunity to utilize his/her knowledge and talents as part of a collaborative team developing AI solutions for a growing company. A few of the responsibilities include supporting feasibility studies, applying modern data storage techniques, discovering explanatory features in high-dimensionality collections of data, and exploring data using scientifically valid techniques to exploit patterns found in the data with state-of-the-art AI/ML/DL solutions.

All applicants must be able to obtain/maintain an active U.S. Security Clearance.

Responsibilities Include:
Lead development of solutions to deliver AI/ML/DL models from problem formulation to a productized, deployable, maintainable capability
Contribute to AI/ML/DL technical roadmap development
Use Deep Learning frameworks such as Tensorflow and Keras to build and validate ML/DL models
Establish and leverage Big Data frameworks to store, extract and analyze relevant data
Ensure development of software solutions meets customer needs and program intent
Work closely with the Program Manager and Chief Engineer to design and implement software requirements and solutions
Determine operational feasibility by evaluating analysis, problem definition, requirements, solution development, and proposed solutions for large, complex systems
Be responsible for a team’s products meeting software design, quality, and performance requirements
Pursue new technology development via the DoD Small Business Innovative Research (SBIR) program
Work with minimal supervision in a collaborative work environment to implement best-in-class solutions
Minimum Required Qualifications:
Bachelor’s Degree in Computer Science, Computer Engineering, Electrical Engineering, Systems Engineering, Physics, or Math Required; PhD in relevant field highly preferred
7+ years of experience in predictive modeling, data science and analysis
Required Skills:
Previous experience in a ML or data scientist role and a track record of building ML or DL models
Extensive experience working with data mining algorithms including decision trees, probability networks, association rules, clustering, and neural networks
Experience using Python (or equivalent)
Experience using ML libraries, such as scikit-learn,
Experience using data visualization tools
Experience handling terabyte size dataset
Experience working with GPUs to develop models
Ability to travel 10% or less
Preferred Skills:
Experience with MapReduce programming (Hadoop)
Skills with programming languages, such as Java or C/C++
Demonstrated ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations
Consulting experience and track record of helping customers with their AI needs
Publications or presentations in recognized Machine Learning, Deep Learning and Data Mining journals/conferences
Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organization
Experience diving into data to discover hidden patterns
Experience with application container platforms
Familiarity with continuous integration/delivery tools (e.g. Jenkins)
Familiarity with version control tools (e.g. Subversion, Git, etc.)
Familiarity with VMware or other virtualization software
Experience developing applications for DOD command and control systems
Competencies:
Solid analytical abilities, coupled with a strong sense of ownership, urgency, and drive
Attention to detail
Initiative, creativity, reliability, teamwork
Ability to deal well with ambiguity, prioritize needs, and deliver results in a dynamic environment
EEO Statement:

IDT is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, protected Veteran status, or any other basis protected by federal, state, or local law.",-1,Innovative Defense Technologies (IDT),"Mount Laurel, NJ",-1,-1,-1,-1,-1,-1,-1,-1
Full Stack Software Engineer (Python/Vue),-1,"Position Summary Full Stack Software Engineer (Python VueJS) Company Overview Our client is an automated underwriting platform for real estate professionals that was built to disrupt the commercial real estate industry. The software allows investors, brokers, and lenders to analyze rent, operating expenses and returns for multifamily properties by applying machine learning to a database of live multifamily transaction data from every U.S. market. Our client has a creative and entrepreneurial culture ndash everyone on the team interacts directly with customers each day, and we all contribute to the product and planning. If you have an idea to improve something, there is no red tapehellip just build what needs to be built! Innovation and passion for transforming the old-fashioned real estate industry are our highest priorities. Job Description As a full-stack (Python, PostgreSQL and HTMLCSSJavaScript) developer, you'll work on the interface and backend infrastructure of products and features used by hundreds of underwriters and real estate analysts every day. The work is challenging, fast-paced, and always changing. You must have demonstrated analytical skills, an unwavering commitment to quality, a collaborative work ethic, and cutting-edge coding skills. You must display solid proficiency in the fundamentals of Python, PostgreSQL, JavaScript, HTMLCSS, and popular front-end frameworks like Vue.js. The role will include the delivery of reliable, scalable new features to users, developed in Python, interacting with a PostgreSQL database and using the Vue.js frontend framework. You will work with the development team to develop, test and deliver finished, high quality, compelling features and products. Our team includes designers, engineers and data scientists who are passionate about quality, usability, and simplicity. If you are ready to join a company that fosters learning, growth, experimentation and innovation, our client's team is for you. Requirements Qualifications 3-5 years of experience in full stack Python development 1-3 years of experience with PostgreSQL 1-3 years of experience with JavaScript frameworks such as React, Angular or Vue.js (Vue.js is preferred, this is what our client uses), and CSS pre-processing frameworks (Sass or Less) 1-2 years of experience integrating with VBA and Excel integration preferred Experience using GitHub and solid understanding of software version control Familiarity with JIRA or equivalent product management software Familiarity with agile development best practices Driven self-starter able to work on a small team and take initiative on new tasks Familiarity with real estate or finance is a plus Responsibilities Collaborate with interdisciplinary team of data scientists, software engineers and real estate professionals Strive for high quality and rapid output utilizing agile development best practices Support, maintain, and document software functionality Maintain industry standard coding, compliance, security practices Proactively learn product frameworks and code base Our client is a startup company, and as such the responsibilities outlined above may change and evolve over time. Flexibility, curiosity, an entrepreneurial mindset, and strong work ethic are essential for this role. It is encouraged that everyone on the team continually research new technologies and analytical opportunities to improve the platform.",5.0,"CultureFit
5.0","Chicago, IL","Deerfield, IL",1 to 50 employees,1997,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),-1
AWS Data Engineer,-1,"About Infinitive:

At Infinitive, we do mission-critical work for great companies. We specialize in digital marketing and digital advertising solutions, customer data & analytics, digital & business transformation, and Technology solutions. Our Technology solutions focus on Managed Cloud Services, Cloud Enablement, Digital Operations, Application Development, DevOps, Product Development, Cloud Security, Data Science and Analytics, AI/ML, IoT, and everything in between.

Our experts are results-obsessed, focused and flexible, highly engaged and hugely experienced having sat in our clients seats. Those qualities are what make us different than old-school consulting shops. And surely, they are why clients and partners describe us as the gold standard in client experience.

Infinitive has been named a Best Small Firms to Work For by Consulting Magazine seven times, a Washington Post Top Workplace three times, a Washington Business Journal Best

About this Role:

Infinitive is growing its team in the Northern Virginia area and is currently seeking an Data Scientist to join our growing Technology practice. This person will utilize their experience in analytics, IoT, machine learning, and artificial intelligence advances to create value from structured and unstructured data. The ideal candidate has experience designing novel data analytic methods and workflows, including full data pipelines from raw data through analysis results. They must also have exposure to a variety of data mining/data analysis methods, data tools, building and implementing models, using/creating algorithms, and creating/running simulations.

We are looking for candidates who are accountable, passionate, assertive, proactive, open & honest, results oriented, and adaptable. Each project engagement represents a new challenge that will give you exposure to new clients, business issues, technologies, and people and will involve a range of responsibilities to include:
Developing in Java, Python, R, or other high-level languages.
Managing disparate data sources with varying data structures of content and preparing these for data science and machine learning applications.
Working with distributed scalable Big Data storage, processing, and computation, including AWS EMR, Spark, etc.
Implementation knowledge of, or desire to learn AWS / Azure data science capabilities.
Developing solutions and integrating and extending free and Open-source software (FOSS) or COTS products.
Conduct MapReduce programming with Apache Hadoop, the Hadoop Distributed File System (HDFS), and processing large data stores.
Knowledge of SQL and query languages.
Utilize real-time, large-scale data processing engine, including Apache Spark.
Lead and create Data Science and Analytics methodologies and frameworks for implementation.
Ability to build and develop Data Science demonstrations for clients
Qualifications:
4+ years of development experience (Java, Python, R, SQL)
3+ years of experience with distributed scalable Big Data storage, including AWS EMR, Spark, etc.
Desire to become AWS / Azure Certified architect / engineer.
Experience performing data Management, modeling, and warehousing.
Hands on experience with Amazon analytic tools (preferred)
Interest in being involved internally and growing a small business (entrepreneurial spirit)
Ability to travel (up to 20%) and to work independently
Experience using Agile software development methods in a DevOps environment.
Excellent leadership, peer management, and communication skills
Management consulting experience (preferred)
Bachelor's degree in related field (preferred)
Applicants for employment in the U.S. must possess work authorization which does not require sponsorship by the employer for a visa.

Infinitive is an Equal Opportunity Employer.

Powered by JazzHR",3.4,"Infinitive Inc
3.4","Arlington, VA","Cedar Rapids, IA",201 to 500 employees,1997,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),-1
"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) Remote USA","$72K-$141K
(Glassdoor est.)","If you dream of a job working in a field where all the hard problems are solved and you get to re-use previous research to get your job done, you need not apply. If, however, you are someone who wants to tackle problems that truly are on the cutting edge, then we encourage you to keep reading.

Data Science is an emerging field within cyber security. FireEye, given its deep expertise and comprehensive view on the advanced threat landscape, is uniquely positioned to enable data scientists to have major impact within our industry, company, and across our customer base. Detecting security breaches using machine learning and data analytics is an unsolved problem (this is not handwriting recognition folks) and has huge potential.

If you are someone who wants to be on the cutting edge of a high profile industry, who wants to make an impact by pushing both fields of data science and cyber security forward, you may be the perfect candidate to help us on our mission.

What you will do:
Develop, and manage data systems to ingest and process data at massive scale
Identify data sources both internally and externally that we can use to find evil.
Contribute towards the architecture and design of software solutions for long-term storage and retrieval.
Identify and implement data exploration technologies. Create dashboards and implement analytical tools for exploration
Work with data scientists to productize ML models and assist product teams with ML model releases into end products.
Collect requirements, design, and build backend components and tools to run ML models, assess ML model efficacy, manage large scale datasets, and generate features for ML models
Contribute to the evolution of coding and design practices within the organization.
Review code base commits and contribute to the growth of team members.
Requirements
Ability to work in an iterative, agile development environment.
Experience implementing ETL processes and building data pipelines
Experience developing reliable distributed systems.
Experience in Data modeling and schema design
Strong knowledge of a variety of operating systems, networking fundamentals, software design and programming best practices.
Experience with use of a wide array of algorithms and data structures.
Deep understanding and experience of going through the entire life cycle of building software platforms and products
Deep knowledge of various AWS services and associated tools
Strong experience developing in Python 3
Experience developing in at least 1 of the following: C, Go or Java
Experience with RDBMS, such as PostgreSQL or MySQL, as well as NoSQL
Experience with Kubernetes and Docker.
Experience deploying products in AWS
Additional Qualification: *
Ability to pick up, work with and explore new analytical tools
Strong experience with DevOps practices and common tooling
Strong communication skills.
Ability to work with loosely defined requirements.
At FireEye we are committed to our #OneTeam approach combining diversity, collaboration, and excellence. All qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, protected veteran status, or on the basis of disability. Requests for accommodation due to disability can be sent directly to .",3.3,"FireEye Inc
3.3","Denver, CO","Milpitas, CA",1001 to 5000 employees,2004,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Palo Alto Networks, Tanium"
